,team,opponent,wins,losses,avg_rushing_yards,avg_passing_yards,avg_rush_def_yards,avg_pass_def_yards,opponent_avg_rushing_yards,opponent_avg_passing_yards,opponent_avg_rush_def_yards,opponent_avg_pass_def_yards
590,Eagles,Chiefs,4,1,6.725,16.717,6.608,16.666,6.684,17.701,6.98,16.736
591,Eagles,Jets,7,5,6.725,16.717,6.608,16.666,6.497,16.567,6.126,16.663
592,Eagles,Rams,1,3,6.725,16.717,6.608,16.666,6.571,17.061,6.548,16.586
593,Eagles,Cardinals,3,3,6.725,16.717,6.608,16.666,6.219,16.207,6.722,16.618
594,Eagles,Colts,1,3,6.725,16.717,6.608,16.666,6.516,16.371,6.454,16.614
595,Eagles,Chargers,1,1,6.725,16.717,6.608,16.666,6.277,17.108,7.115,16.667
596,Eagles,Jaguars,0,4,6.725,16.717,6.608,16.666,6.486,16.136,6.545,16.65
597,Eagles,Seahawks,7,0,6.725,16.717,6.608,16.666,6.986,17.195,6.272,16.078
598,Eagles,Titans,3,2,6.725,16.717,6.608,16.666,7.133,16.717,6.318,16.482
599,Eagles,Lions,1,2,6.725,16.717,6.608,16.666,6.339,16.998,6.771,16.879
600,Eagles,Commanders,4,16,6.725,16.717,6.608,16.666,6.593,16.551,6.74,16.872
601,Eagles,Texans,0,3,6.725,16.717,6.608,16.666,6.192,16.017,6.933,16.979
602,Eagles,Raiders,2,2,6.725,16.717,6.608,16.666,6.837,16.443,6.597,17.181
603,Eagles,49ers,2,5,6.725,16.717,6.608,16.666,6.718,18.058,6.253,16.078
604,Eagles,Steelers,4,2,6.725,16.717,6.608,16.666,6.415,16.214,6.535,16.52
605,Eagles,Falcons,3,5,6.725,16.717,6.608,16.666,6.511,16.275,6.806,16.462
606,Eagles,Buccaneers,9,1,6.725,16.717,6.608,16.666,6.327,16.488,6.39,15.924
607,Eagles,Saints,5,5,6.725,16.717,6.608,16.666,6.74,16.41,6.557,16.957
608,Eagles,Broncos,0,3,6.725,16.717,6.608,16.666,6.592,16.505,6.269,16.229
609,Eagles,Vikings,4,6,6.725,16.717,6.608,16.666,6.801,16.148,6.571,16.397
610,Eagles,NaN,0,0,6.725,16.717,6.608,16.666,,,,
611,Eagles,AFC Pro Bowl,0,0,6.725,16.717,6.608,16.666,,,,
612,Eagles,NFC Pro Bowl,0,0,6.725,16.717,6.608,16.666,,,,
613,Jaguars,Cowboys,2,4,6.486,16.136,6.545,16.65,7.215,16.457,6.78,16.594
614,Jaguars,Panthers,3,2,6.486,16.136,6.545,16.65,6.598,16.896,6.829,15.842
615,Jaguars,Bills,4,5,6.486,16.136,6.545,16.65,6.526,16.119,6.915,16.03
616,Jaguars,Dolphins,5,5,6.486,16.136,6.545,16.65,6.552,15.948,6.767,17.25
617,Jaguars,Ravens,5,4,6.486,16.136,6.545,16.65,6.848,15.508,6.167,16.426
618,Jaguars,Patriots,4,3,6.486,16.136,6.545,16.65,6.521,16.921,6.584,16.406
619,Jaguars,Bears,1,0,6.486,16.136,6.545,16.65,6.456,15.743,6.689,16.482
620,Jaguars,Browns,6,1,6.486,16.136,6.545,16.65,7.219,16.854,6.797,16.493
621,Jaguars,Packers,2,0,6.486,16.136,6.545,16.65,6.951,17.113,6.836,17.409
622,Jaguars,Giants,1,1,6.486,16.136,6.545,16.65,6.452,15.906,6.589,16.765
623,Jaguars,Bengals,5,3,6.486,16.136,6.545,16.65,6.31,16.733,6.914,16.419
624,Jaguars,Chiefs,8,2,6.486,16.136,6.545,16.65,6.684,17.701,6.98,16.736
625,Jaguars,Jets,4,5,6.486,16.136,6.545,16.65,6.497,16.567,6.126,16.663
626,Jaguars,Rams,3,0,6.486,16.136,6.545,16.65,6.571,17.061,6.548,16.586
627,Jaguars,Cardinals,3,0,6.486,16.136,6.545,16.65,6.219,16.207,6.722,16.618
628,Jaguars,Colts,10,16,6.486,16.136,6.545,16.65,6.516,16.371,6.454,16.614
629,Jaguars,Chargers,3,5,6.486,16.136,6.545,16.65,6.277,17.108,7.115,16.667
630,Jaguars,Eagles,4,0,6.486,16.136,6.545,16.65,6.725,16.717,6.608,16.666
631,Jaguars,Seahawks,2,2,6.486,16.136,6.545,16.65,6.986,17.195,6.272,16.078
632,Jaguars,Titans,16,7,6.486,16.136,6.545,16.65,7.133,16.717,6.318,16.482
633,Jaguars,Lions,3,1,6.486,16.136,6.545,16.65,6.339,16.998,6.771,16.879
634,Jaguars,Commanders,3,0,6.486,16.136,6.545,16.65,6.593,16.551,6.74,16.872
635,Jaguars,Texans,16,5,6.486,16.136,6.545,16.65,6.192,16.017,6.933,16.979
636,Jaguars,Raiders,2,3,6.486,16.136,6.545,16.65,6.837,16.443,6.597,17.181
637,Jaguars,49ers,4,0,6.486,16.136,6.545,16.65,6.718,18.058,6.253,16.078
638,Jaguars,Steelers,3,3,6.486,16.136,6.545,16.65,6.415,16.214,6.535,16.52
639,Jaguars,Falcons,6,6,6.486,16.136,6.545,16.65,6.511,16.275,6.806,16.462
640,Jaguars,Buccaneers,4,3,6.486,16.136,6.545,16.65,6.327,16.488,6.39,15.924
641,Jaguars,Saints,4,1,6.486,16.136,6.545,16.65,6.74,16.41,6.557,16.957
642,Jaguars,Broncos,2,1,6.486,16.136,6.545,16.65,6.592,16.505,6.269,16.229
643,Jaguars,Vikings,2,1,6.486,16.136,6.545,16.65,6.801,16.148,6.571,16.397
644,Jaguars,NaN,0,0,6.486,16.136,6.545,16.65,,,,
645,Jaguars,AFC Pro Bowl,0,0,6.486,16.136,6.545,16.65,,,,
646,Jaguars,NFC Pro Bowl,0,0,6.486,16.136,6.545,16.65,,,,
647,Seahawks,Cowboys,6,7,6.986,17.195,6.272,16.078,7.215,16.457,6.78,16.594
648,Seahawks,Panthers,1,4,6.986,17.195,6.272,16.078,6.598,16.896,6.829,15.842
649,Seahawks,Bills,2,0,6.986,17.195,6.272,16.078,6.526,16.119,6.915,16.03
650,Seahawks,Dolphins,0,3,6.986,17.195,6.272,16.078,6.552,15.948,6.767,17.25
651,Seahawks,Ravens,3,0,6.986,17.195,6.272,16.078,6.848,15.508,6.167,16.426
652,Seahawks,Patriots,0,3,6.986,17.195,6.272,16.078,6.521,16.921,6.584,16.406
653,Seahawks,Bears,4,0,6.986,17.195,6.272,16.078,6.456,15.743,6.689,16.482
654,Seahawks,Browns,0,5,6.986,17.195,6.272,16.078,7.219,16.854,6.797,16.493
655,Seahawks,Packers,8,2,6.986,17.195,6.272,16.078,6.951,17.113,6.836,17.409
656,Seahawks,Giants,1,4,6.986,17.195,6.272,16.078,6.452,15.906,6.589,16.765
657,Seahawks,Bengals,2,2,6.986,17.195,6.272,16.078,6.31,16.733,6.914,16.419
658,Seahawks,Chiefs,2,4,6.986,17.195,6.272,16.078,6.684,17.701,6.98,16.736
659,Seahawks,Jets,0,4,6.986,17.195,6.272,16.078,6.497,16.567,6.126,16.663
660,Seahawks,Rams,15,8,6.986,17.195,6.272,16.078,6.571,17.061,6.548,16.586
661,Seahawks,Cardinals,5,14,6.986,17.195,6.272,16.078,6.219,16.207,6.722,16.618
662,Seahawks,Colts,1,3,6.986,17.195,6.272,16.078,6.516,16.371,6.454,16.614
663,Seahawks,Chargers,3,6,6.986,17.195,6.272,16.078,6.277,17.108,7.115,16.667
664,Seahawks,Eagles,0,7,6.986,17.195,6.272,16.078,6.725,16.717,6.608,16.666
665,Seahawks,Jaguars,2,2,6.986,17.195,6.272,16.078,6.486,16.136,6.545,16.65
666,Seahawks,Titans,5,1,6.986,17.195,6.272,16.078,7.133,16.717,6.318,16.482
667,Seahawks,Lions,2,5,6.986,17.195,6.272,16.078,6.339,16.998,6.771,16.879
668,Seahawks,Commanders,3,3,6.986,17.195,6.272,16.078,6.593,16.551,6.74,16.872
669,Seahawks,Texans,0,3,6.986,17.195,6.272,16.078,6.192,16.017,6.933,16.979
670,Seahawks,Raiders,4,4,6.986,17.195,6.272,16.078,6.837,16.443,6.597,17.181
671,Seahawks,49ers,11,12,6.986,17.195,6.272,16.078,6.718,18.058,6.253,16.078
672,Seahawks,Steelers,5,1,6.986,17.195,6.272,16.078,6.415,16.214,6.535,16.52
673,Seahawks,Falcons,2,2,6.986,17.195,6.272,16.078,6.511,16.275,6.806,16.462
674,Seahawks,Buccaneers,2,2,6.986,17.195,6.272,16.078,6.327,16.488,6.39,15.924
675,Seahawks,Saints,4,0,6.986,17.195,6.272,16.078,6.74,16.41,6.557,16.957
676,Seahawks,Broncos,3,6,6.986,17.195,6.272,16.078,6.592,16.505,6.269,16.229
677,Seahawks,Vikings,6,10,6.986,17.195,6.272,16.078,6.801,16.148,6.571,16.397
678,Seahawks,NaN,0,0,6.986,17.195,6.272,16.078,,,,
679,Seahawks,AFC Pro Bowl,0,0,6.986,17.195,6.272,16.078,,,,
680,Seahawks,NFC Pro Bowl,0,0,6.986,17.195,6.272,16.078,,,,
681,Titans,Cowboys,1,1,7.133,16.717,6.318,16.482,7.215,16.457,6.78,16.594
682,Titans,Panthers,2,4,7.133,16.717,6.318,16.482,6.598,16.896,6.829,15.842
683,Titans,Bills,5,4,7.133,16.717,6.318,16.482,6.526,16.119,6.915,16.03
684,Titans,Dolphins,4,4,7.133,16.717,6.318,16.482,6.552,15.948,6.767,17.25
685,Titans,Ravens,5,4,7.133,16.717,6.318,16.482,6.848,15.508,6.167,16.426
686,Titans,Patriots,5,5,7.133,16.717,6.318,16.482,6.521,16.921,6.584,16.406
687,Titans,Bears,6,3,7.133,16.717,6.318,16.482,6.456,15.743,6.689,16.482
688,Titans,Browns,3,2,7.133,16.717,6.318,16.482,7.219,16.854,6.797,16.493
689,Titans,Packers,5,1,7.133,16.717,6.318,16.482,6.951,17.113,6.836,17.409
690,Titans,Giants,1,1,7.133,16.717,6.318,16.482,6.452,15.906,6.589,16.765
691,Titans,Bengals,4,4,7.133,16.717,6.318,16.482,6.31,16.733,6.914,16.419
692,Titans,Chiefs,6,5,7.133,16.717,6.318,16.482,6.684,17.701,6.98,16.736
693,Titans,Jets,5,2,7.133,16.717,6.318,16.482,6.497,16.567,6.126,16.663
694,Titans,Rams,1,1,7.133,16.717,6.318,16.482,6.571,17.061,6.548,16.586
695,Titans,Cardinals,3,2,7.133,16.717,6.318,16.482,6.219,16.207,6.722,16.618
696,Titans,Colts,8,11,7.133,16.717,6.318,16.482,6.516,16.371,6.454,16.614
697,Titans,Chargers,4,4,7.133,16.717,6.318,16.482,6.277,17.108,7.115,16.667
698,Titans,Eagles,2,3,7.133,16.717,6.318,16.482,6.725,16.717,6.608,16.666
699,Titans,Jaguars,7,16,7.133,16.717,6.318,16.482,6.486,16.136,6.545,16.65
700,Titans,Seahawks,1,5,7.133,16.717,6.318,16.482,6.986,17.195,6.272,16.078
701,Titans,Lions,0,2,7.133,16.717,6.318,16.482,6.339,16.998,6.771,16.879
702,Titans,Commanders,0,3,7.133,16.717,6.318,16.482,6.593,16.551,6.74,16.872
703,Titans,Texans,10,10,7.133,16.717,6.318,16.482,6.192,16.017,6.933,16.979
704,Titans,Raiders,1,3,7.133,16.717,6.318,16.482,6.837,16.443,6.597,17.181
705,Titans,49ers,2,4,7.133,16.717,6.318,16.482,6.718,18.058,6.253,16.078
706,Titans,Steelers,10,0,7.133,16.717,6.318,16.482,6.415,16.214,6.535,16.52
707,Titans,Falcons,0,4,7.133,16.717,6.318,16.482,6.511,16.275,6.806,16.462
708,Titans,Buccaneers,3,5,7.133,16.717,6.318,16.482,6.327,16.488,6.39,15.924
709,Titans,Saints,3,3,7.133,16.717,6.318,16.482,6.74,16.41,6.557,16.957
710,Titans,Broncos,2,3,7.133,16.717,6.318,16.482,6.592,16.505,6.269,16.229
711,Titans,Vikings,1,2,7.133,16.717,6.318,16.482,6.801,16.148,6.571,16.397
712,Titans,NaN,0,0,7.133,16.717,6.318,16.482,,,,
713,Titans,AFC Pro Bowl,0,0,7.133,16.717,6.318,16.482,,,,
714,Titans,NFC Pro Bowl,0,0,7.133,16.717,6.318,16.482,,,,
715,Lions,Cowboys,7,0,6.339,16.998,6.771,16.879,7.215,16.457,6.78,16.594
716,Lions,Panthers,5,5,6.339,16.998,6.771,16.879,6.598,16.896,6.829,15.842
717,Lions,Bills,7,0,6.339,16.998,6.771,16.879,6.526,16.119,6.915,16.03
718,Lions,Dolphins,1,1,6.339,16.998,6.771,16.879,6.552,15.948,6.767,17.25
719,Lions,Ravens,5,0,6.339,16.998,6.771,16.879,6.848,15.508,6.167,16.426
720,Lions,Patriots,4,2,6.339,16.998,6.771,16.879,6.521,16.921,6.584,16.406
721,Lions,Bears,12,9,6.339,16.998,6.771,16.879,6.456,15.743,6.689,16.482
722,Lions,Browns,5,2,6.339,16.998,6.771,16.879,7.219,16.854,6.797,16.493
723,Lions,Packers,9,12,6.339,16.998,6.771,16.879,6.951,17.113,6.836,17.409
724,Lions,Giants,3,6,6.339,16.998,6.771,16.879,6.452,15.906,6.589,16.765
725,Lions,Bengals,3,0,6.339,16.998,6.771,16.879,6.31,16.733,6.914,16.419
726,Lions,Chiefs,1,2,6.339,16.998,6.771,16.879,6.684,17.701,6.98,16.736
727,Lions,Jets,1,3,6.339,16.998,6.771,16.879,6.497,16.567,6.126,16.663
728,Lions,Rams,3,4,6.339,16.998,6.771,16.879,6.571,17.061,6.548,16.586
729,Lions,Cardinals,0,7,6.339,16.998,6.771,16.879,6.219,16.207,6.722,16.618
730,Lions,Colts,2,2,6.339,16.998,6.771,16.879,6.516,16.371,6.454,16.614
731,Lions,Chargers,0,3,6.339,16.998,6.771,16.879,6.277,17.108,7.115,16.667
732,Lions,Eagles,2,1,6.339,16.998,6.771,16.879,6.725,16.717,6.608,16.666
733,Lions,Jaguars,1,3,6.339,16.998,6.771,16.879,6.486,16.136,6.545,16.65
734,Lions,Seahawks,5,2,6.339,16.998,6.771,16.879,6.986,17.195,6.272,16.078
735,Lions,Titans,2,0,6.339,16.998,6.771,16.879,7.133,16.717,6.318,16.482
736,Lions,Commanders,2,4,6.339,16.998,6.771,16.879,6.593,16.551,6.74,16.872
737,Lions,Texans,3,0,6.339,16.998,6.771,16.879,6.192,16.017,6.933,16.979
738,Lions,Raiders,4,2,6.339,16.998,6.771,16.879,6.837,16.443,6.597,17.181
739,Lions,49ers,5,0,6.339,16.998,6.771,16.879,6.718,18.058,6.253,16.078
740,Lions,Steelers,5,2,6.339,16.998,6.771,16.879,6.415,16.214,6.535,16.52
741,Lions,Falcons,4,3,6.339,16.998,6.771,16.879,6.511,16.275,6.806,16.462
742,Lions,Buccaneers,3,5,6.339,16.998,6.771,16.879,6.327,16.488,6.39,15.924
743,Lions,Saints,3,1,6.339,16.998,6.771,16.879,6.74,16.41,6.557,16.957
744,Lions,Broncos,4,2,6.339,16.998,6.771,16.879,6.592,16.505,6.269,16.229
745,Lions,Vikings,14,8,6.339,16.998,6.771,16.879,6.801,16.148,6.571,16.397
746,Lions,NaN,0,0,6.339,16.998,6.771,16.879,,,,
747,Lions,AFC Pro Bowl,0,0,6.339,16.998,6.771,16.879,,,,
748,Lions,NFC Pro Bowl,0,0,6.339,16.998,6.771,16.879,,,,
749,Commanders,Cowboys,16,7,6.593,16.551,6.74,16.872,7.215,16.457,6.78,16.594
750,Commanders,Panthers,2,4,6.593,16.551,6.74,16.872,6.598,16.896,6.829,15.842
751,Commanders,Bills,5,0,6.593,16.551,6.74,16.872,6.526,16.119,6.915,16.03
752,Commanders,Dolphins,3,1,6.593,16.551,6.74,16.872,6.552,15.948,6.767,17.25
753,Commanders,Ravens,9,2,6.593,16.551,6.74,16.872,6.848,15.508,6.167,16.426
754,Commanders,Patriots,5,3,6.593,16.551,6.74,16.872,6.521,16.921,6.584,16.406
755,Commanders,Bears,2,1,6.593,16.551,6.74,16.872,6.456,15.743,6.689,16.482
756,Commanders,Browns,5,1,6.593,16.551,6.74,16.872,7.219,16.854,6.797,16.493
757,Commanders,Packers,5,4,6.593,16.551,6.74,16.872,6.951,17.113,6.836,17.409
758,Commanders,Giants,13,8,6.593,16.551,6.74,16.872,6.452,15.906,6.589,16.765
759,Commanders,Bengals,1,9,6.593,16.551,6.74,16.872,6.31,16.733,6.914,16.419
760,Commanders,Chiefs,5,0,6.593,16.551,6.74,16.872,6.684,17.701,6.98,16.736
761,Commanders,Jets,5,2,6.593,16.551,6.74,16.872,6.497,16.567,6.126,16.663
762,Commanders,Rams,3,1,6.593,16.551,6.74,16.872,6.571,17.061,6.548,16.586
763,Commanders,Cardinals,2,6,6.593,16.551,6.74,16.872,6.219,16.207,6.722,16.618
764,Commanders,Colts,1,1,6.593,16.551,6.74,16.872,6.516,16.371,6.454,16.614
765,Commanders,Chargers,3,0,6.593,16.551,6.74,16.872,6.277,17.108,7.115,16.667
766,Commanders,Eagles,16,4,6.593,16.551,6.74,16.872,6.725,16.717,6.608,16.666
767,Commanders,Jaguars,0,3,6.593,16.551,6.74,16.872,6.486,16.136,6.545,16.65
768,Commanders,Seahawks,3,3,6.593,16.551,6.74,16.872,6.986,17.195,6.272,16.078
769,Commanders,Titans,3,0,6.593,16.551,6.74,16.872,7.133,16.717,6.318,16.482
770,Commanders,Lions,4,2,6.593,16.551,6.74,16.872,6.339,16.998,6.771,16.879
771,Commanders,Texans,1,1,6.593,16.551,6.74,16.872,6.192,16.017,6.933,16.979
772,Commanders,Raiders,0,3,6.593,16.551,6.74,16.872,6.837,16.443,6.597,17.181
773,Commanders,49ers,4,3,6.593,16.551,6.74,16.872,6.718,18.058,6.253,16.078
774,Commanders,Steelers,0,1,6.593,16.551,6.74,16.872,6.415,16.214,6.535,16.52
775,Commanders,Falcons,1,5,6.593,16.551,6.74,16.872,6.511,16.275,6.806,16.462
776,Commanders,Buccaneers,3,4,6.593,16.551,6.74,16.872,6.327,16.488,6.39,15.924
777,Commanders,Saints,5,0,6.593,16.551,6.74,16.872,6.74,16.41,6.557,16.957
778,Commanders,Broncos,3,3,6.593,16.551,6.74,16.872,6.592,16.505,6.269,16.229
779,Commanders,Vikings,4,0,6.593,16.551,6.74,16.872,6.801,16.148,6.571,16.397
780,Commanders,NaN,0,0,6.593,16.551,6.74,16.872,,,,
781,Commanders,AFC Pro Bowl,0,0,6.593,16.551,6.74,16.872,,,,
782,Commanders,NFC Pro Bowl,0,0,6.593,16.551,6.74,16.872,,,,
783,Texans,Cowboys,4,5,6.192,16.017,6.933,16.979,7.215,16.457,6.78,16.594
784,Texans,Panthers,6,0,6.192,16.017,6.933,16.979,6.598,16.896,6.829,15.842
785,Texans,Bills,2,4,6.192,16.017,6.933,16.979,6.526,16.119,6.915,16.03
786,Texans,Dolphins,5,2,6.192,16.017,6.933,16.979,6.552,15.948,6.767,17.25
787,Texans,Ravens,9,0,6.192,16.017,6.933,16.979,6.848,15.508,6.167,16.426
788,Texans,Patriots,5,7,6.192,16.017,6.933,16.979,6.521,16.921,6.584,16.406
789,Texans,Bears,6,2,6.192,16.017,6.933,16.979,6.456,15.743,6.689,16.482
790,Texans,Browns,6,6,6.192,16.017,6.933,16.979,7.219,16.854,6.797,16.493
791,Texans,Packers,3,1,6.192,16.017,6.933,16.979,6.951,17.113,6.836,17.409
792,Texans,Giants,3,2,6.192,16.017,6.933,16.979,6.452,15.906,6.589,16.765
793,Texans,Bengals,1,2,6.192,16.017,6.933,16.979,6.31,16.733,6.914,16.419
794,Texans,Chiefs,6,2,6.192,16.017,6.933,16.979,6.684,17.701,6.98,16.736
795,Texans,Jets,3,1,6.192,16.017,6.933,16.979,6.497,16.567,6.126,16.663
796,Texans,Rams,6,3,6.192,16.017,6.933,16.979,6.571,17.061,6.548,16.586
797,Texans,Cardinals,2,4,6.192,16.017,6.933,16.979,6.219,16.207,6.722,16.618
798,Texans,Colts,14,6,6.192,16.017,6.933,16.979,6.516,16.371,6.454,16.614
799,Texans,Chargers,1,3,6.192,16.017,6.933,16.979,6.277,17.108,7.115,16.667
800,Texans,Eagles,3,0,6.192,16.017,6.933,16.979,6.725,16.717,6.608,16.666
801,Texans,Jaguars,5,16,6.192,16.017,6.933,16.979,6.486,16.136,6.545,16.65
802,Texans,Seahawks,3,0,6.192,16.017,6.933,16.979,6.986,17.195,6.272,16.078
803,Texans,Titans,10,10,6.192,16.017,6.933,16.979,7.133,16.717,6.318,16.482
804,Texans,Lions,0,3,6.192,16.017,6.933,16.979,6.339,16.998,6.771,16.879
805,Texans,Commanders,1,1,6.192,16.017,6.933,16.979,6.593,16.551,6.74,16.872
806,Texans,Raiders,2,2,6.192,16.017,6.933,16.979,6.837,16.443,6.597,17.181
807,Texans,49ers,3,4,6.192,16.017,6.933,16.979,6.718,18.058,6.253,16.078
808,Texans,Steelers,3,3,6.192,16.017,6.933,16.979,6.415,16.214,6.535,16.52
809,Texans,Falcons,2,2,6.192,16.017,6.933,16.979,6.511,16.275,6.806,16.462
810,Texans,Buccaneers,1,3,6.192,16.017,6.933,16.979,6.327,16.488,6.39,15.924
811,Texans,Saints,4,5,6.192,16.017,6.933,16.979,6.74,16.41,6.557,16.957
812,Texans,Broncos,3,3,6.192,16.017,6.933,16.979,6.592,16.505,6.269,16.229
813,Texans,Vikings,3,0,6.192,16.017,6.933,16.979,6.801,16.148,6.571,16.397
814,Texans,NaN,0,0,6.192,16.017,6.933,16.979,,,,
815,Texans,AFC Pro Bowl,0,0,6.192,16.017,6.933,16.979,,,,
816,Texans,NFC Pro Bowl,0,0,6.192,16.017,6.933,16.979,,,,
817,Raiders,Cowboys,6,1,6.837,16.443,6.597,17.181,7.215,16.457,6.78,16.594
818,Raiders,Panthers,1,1,6.837,16.443,6.597,17.181,6.598,16.896,6.829,15.842
819,Raiders,Bills,5,0,6.837,16.443,6.597,17.181,6.526,16.119,6.915,16.03
820,Raiders,Dolphins,5,4,6.837,16.443,6.597,17.181,6.552,15.948,6.767,17.25
821,Raiders,Ravens,3,3,6.837,16.443,6.597,17.181,6.848,15.508,6.167,16.426
822,Raiders,Patriots,3,6,6.837,16.443,6.597,17.181,6.521,16.921,6.584,16.406
823,Raiders,Bears,3,2,6.837,16.443,6.597,17.181,6.456,15.743,6.689,16.482
824,Raiders,Browns,0,6,6.837,16.443,6.597,17.181,7.219,16.854,6.797,16.493
825,Raiders,Packers,2,6,6.837,16.443,6.597,17.181,6.951,17.113,6.836,17.409
826,Raiders,Giants,2,4,6.837,16.443,6.597,17.181,6.452,15.906,6.589,16.765
827,Raiders,Bengals,5,2,6.837,16.443,6.597,17.181,6.31,16.733,6.914,16.419
828,Raiders,Chiefs,16,4,6.837,16.443,6.597,17.181,6.684,17.701,6.98,16.736
829,Raiders,Jets,2,5,6.837,16.443,6.597,17.181,6.497,16.567,6.126,16.663
830,Raiders,Rams,6,4,6.837,16.443,6.597,17.181,6.571,17.061,6.548,16.586
831,Raiders,Cardinals,3,2,6.837,16.443,6.597,17.181,6.219,16.207,6.722,16.618
832,Raiders,Colts,5,2,6.837,16.443,6.597,17.181,6.516,16.371,6.454,16.614
833,Raiders,Chargers,15,10,6.837,16.443,6.597,17.181,6.277,17.108,7.115,16.667
834,Raiders,Eagles,2,2,6.837,16.443,6.597,17.181,6.725,16.717,6.608,16.666
835,Raiders,Jaguars,3,2,6.837,16.443,6.597,17.181,6.486,16.136,6.545,16.65
836,Raiders,Seahawks,4,4,6.837,16.443,6.597,17.181,6.986,17.195,6.272,16.078
837,Raiders,Titans,3,1,6.837,16.443,6.597,17.181,7.133,16.717,6.318,16.482
838,Raiders,Lions,2,4,6.837,16.443,6.597,17.181,6.339,16.998,6.771,16.879
839,Raiders,Commanders,3,0,6.837,16.443,6.597,17.181,6.593,16.551,6.74,16.872
840,Raiders,Texans,2,2,6.837,16.443,6.597,17.181,6.192,16.017,6.933,16.979
841,Raiders,49ers,5,2,6.837,16.443,6.597,17.181,6.718,18.058,6.253,16.078
842,Raiders,Steelers,3,3,6.837,16.443,6.597,17.181,6.415,16.214,6.535,16.52
843,Raiders,Falcons,2,0,6.837,16.443,6.597,17.181,6.511,16.275,6.806,16.462
844,Raiders,Buccaneers,1,0,6.837,16.443,6.597,17.181,6.327,16.488,6.39,15.924
845,Raiders,Saints,2,2,6.837,16.443,6.597,17.181,6.74,16.41,6.557,16.957
846,Raiders,Broncos,6,18,6.837,16.443,6.597,17.181,6.592,16.505,6.269,16.229
847,Raiders,Vikings,5,2,6.837,16.443,6.597,17.181,6.801,16.148,6.571,16.397
848,Raiders,NaN,0,0,6.837,16.443,6.597,17.181,,,,
849,Raiders,AFC Pro Bowl,0,0,6.837,16.443,6.597,17.181,,,,
850,Raiders,NFC Pro Bowl,0,0,6.837,16.443,6.597,17.181,,,,
851,49ers,Cowboys,3,9,6.718,18.058,6.253,16.078,7.215,16.457,6.78,16.594
852,49ers,Panthers,1,3,6.718,18.058,6.253,16.078,6.598,16.896,6.829,15.842
853,49ers,Bills,1,0,6.718,18.058,6.253,16.078,6.526,16.119,6.915,16.03
854,49ers,Dolphins,1,2,6.718,18.058,6.253,16.078,6.552,15.948,6.767,17.25
855,49ers,Ravens,3,0,6.718,18.058,6.253,16.078,6.848,15.508,6.167,16.426
856,49ers,Patriots,0,3,6.718,18.058,6.253,16.078,6.521,16.921,6.584,16.406
857,49ers,Bears,3,2,6.718,18.058,6.253,16.078,6.456,15.743,6.689,16.482
858,49ers,Browns,2,2,6.718,18.058,6.253,16.078,7.219,16.854,6.797,16.493
859,49ers,Packers,4,9,6.718,18.058,6.253,16.078,6.951,17.113,6.836,17.409
860,49ers,Giants,1,5,6.718,18.058,6.253,16.078,6.452,15.906,6.589,16.765
861,49ers,Bengals,1,2,6.718,18.058,6.253,16.078,6.31,16.733,6.914,16.419
862,49ers,Chiefs,8,2,6.718,18.058,6.253,16.078,6.684,17.701,6.98,16.736
863,49ers,Jets,0,3,6.718,18.058,6.253,16.078,6.497,16.567,6.126,16.663
864,49ers,Rams,9,14,6.718,18.058,6.253,16.078,6.571,17.061,6.548,16.586
865,49ers,Cardinals,10,10,6.718,18.058,6.253,16.078,6.219,16.207,6.722,16.618
866,49ers,Colts,5,0,6.718,18.058,6.253,16.078,6.516,16.371,6.454,16.614
867,49ers,Chargers,5,5,6.718,18.058,6.253,16.078,6.277,17.108,7.115,16.667
868,49ers,Eagles,5,2,6.718,18.058,6.253,16.078,6.725,16.717,6.608,16.666
869,49ers,Jaguars,0,4,6.718,18.058,6.253,16.078,6.486,16.136,6.545,16.65
870,49ers,Seahawks,12,11,6.718,18.058,6.253,16.078,6.986,17.195,6.272,16.078
871,49ers,Titans,4,2,6.718,18.058,6.253,16.078,7.133,16.717,6.318,16.482
872,49ers,Lions,0,5,6.718,18.058,6.253,16.078,6.339,16.998,6.771,16.879
873,49ers,Commanders,3,4,6.718,18.058,6.253,16.078,6.593,16.551,6.74,16.872
874,49ers,Texans,4,3,6.718,18.058,6.253,16.078,6.192,16.017,6.933,16.979
875,49ers,Raiders,2,5,6.718,18.058,6.253,16.078,6.837,16.443,6.597,17.181
876,49ers,Steelers,0,3,6.718,18.058,6.253,16.078,6.415,16.214,6.535,16.52
877,49ers,Falcons,3,2,6.718,18.058,6.253,16.078,6.511,16.275,6.806,16.462
878,49ers,Buccaneers,2,5,6.718,18.058,6.253,16.078,6.327,16.488,6.39,15.924
879,49ers,Saints,2,5,6.718,18.058,6.253,16.078,6.74,16.41,6.557,16.957
880,49ers,Broncos,3,5,6.718,18.058,6.253,16.078,6.592,16.505,6.269,16.229
881,49ers,Vikings,8,5,6.718,18.058,6.253,16.078,6.801,16.148,6.571,16.397
882,49ers,NaN,0,0,6.718,18.058,6.253,16.078,,,,
883,49ers,AFC Pro Bowl,0,0,6.718,18.058,6.253,16.078,,,,
884,49ers,NFC Pro Bowl,0,0,6.718,18.058,6.253,16.078,,,,
885,Steelers,Cowboys,0,3,6.415,16.214,6.535,16.52,7.215,16.457,6.78,16.594
